symbol,ThaiCompanyName,EngCompanyName,logo
SET:NER,บริษัท นอร์ทอีส รับเบอร์ จำกัด (มหาชน),NORTH EAST RUBBERS PCL,https://s3-symbol-logo.tradingview.com/north-east-rubber.svg
SET:NETBAY,บริษัท เน็ตเบย์ จำกัด (มหาชน),NETBAY PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/netbay-public-co-ltd-non-voting.svg
SET:NEWS,บริษัท นิวส์ เน็ตเวิร์ค คอร์ปอเรชั่น จำกัด (มหาชน),NEWS NETWORK CORPORATION PCL,https://s3-symbol-logo.tradingview.com/news-network-pcl-non-voting.svg
SET:NEX,บริษัท เน็กซ์ พอยท์ จำกัด (มหาชน),NEX POINT PCL,https://s3-symbol-logo.tradingview.com/nex-point.svg
SET:NKI,บริษัท นวกิจประกันภัย จำกัด (มหาชน),NAVAKIJ INSURANCE,https://s3-symbol-logo.tradingview.com/navakij-insurance-non-voting.svg
SET:NKT,บริษัท โรงพยาบาลนครธน จำกัด (มหาชน),NAKORNTHON HOSPITAL PUBLIC COMPANY,https://s3-symbol-logo.tradingview.com/nakornthon-hospital-public-company-non-voting.svg
SET:NL,บริษัท เอ็นแอล ดีเวลลอปเมนต์ จำกัด (มหาชน),NL DEVELOPMENT PCL,https://s3-symbol-logo.tradingview.com/nl-development-pcl-non-voting.svg
SET:NNCL,บริษัท นวนคร จำกัด (มหาชน),NAVA NAKORN PUBLIC CO LIMITED,https://s3-symbol-logo.tradingview.com/nava-nakorn-public-co-limited-non-voting.svg
SET:NOBLE,บริษัท โนเบิล ดีเวลลอปเมนท์ จำกัด (มหาชน),NOBLE DEVELOPMENT,https://s3-symbol-logo.tradingview.com/noble-development-public-company-limited.svg
SET:NOVA,บริษัท โนวา เอมไพร์ จำกัด (มหาชน),NOVA EMPIRE PCL,https://s3-symbol-logo.tradingview.com/nova-empire-pcl-non-voting.svg
SET:NPK,บริษัท นิวพลัสนิตติ้ง จำกัด (มหาชน),NEW PLUS KNITTING CO,https://s3-symbol-logo.tradingview.com/new-plus-knitting-co-non-voting.svg
SET:NRF,บริษัท เอ็นอาร์ อินสแตนท์ โปรดิวซ์ จำกัด (มหาชน),NR INSTANT PRODUCE PCL,https://s3-symbol-logo.tradingview.com/nr-instant-produce.svg
SET:NSL,บริษัท เอ็นเอสแอล ฟู้ดส์ จำกัด (มหาชน),NSL FOODS PCL,https://s3-symbol-logo.tradingview.com/nsl-foods.svg
SET:NTSC,บริษัท นิวทรีชั่น เอสซี จำกัด (มหาชน),NUTRITION SC PCL,https://s3-symbol-logo.tradingview.com/nutrition-sc-pcl-non-voting.svg
SET:NTV,บริษัท โรงพยาบาลนนทเวช จำกัด (มหาชน),NONTHAVEJ HOSPITAL PUBLIC CO,https://s3-symbol-logo.tradingview.com/nonthavej-hospital-public-co-non-voting.svg
SET:NUT,บริษัท นูทริชั่น โปรเฟส จำกัด (มหาชน),NUTRITION PROFESS PUBLIC COMPANY,https://www.nutritionprofess.com/media/images/favicon.png
SET:NV,บริษัท โนวา ออร์แกนิค จำกัด (มหาชน),NOVA ORGANIC PCL,https://s3-symbol-logo.tradingview.com/nova-organic-pcl-non-voting.svg
SET:NVD,บริษัท เนอวานา ดีเวลลอปเม้นท์ จำกัด (มหาชน),NIRVANA DEVELOPMENT PCL,https://s3-symbol-logo.tradingview.com/nirvana-development-pcl-non-voting.svg
SET:NYT,บริษัท นามยง เทอร์มินัล จำกัด (มหาชน),NAMYONG TERMINAL PCL,https://s3-symbol-logo.tradingview.com/namyong-terminal-pcl-non-voting.svg
SET:OCC,บริษัท โอ ซี ซี จำกัด (มหาชน),O.C.C. PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/occ-public-company-limited-non-voting.svg
SET:OGC,บริษัท โอเชียนกลาส จำกัด (มหาชน),OCEAN GLASS CO,https://s3-symbol-logo.tradingview.com/ocean-glass-co-non-voting.svg
SET:OHTL,บริษัท โอเอชทีแอล จำกัด (มหาชน),OHTL PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/ohtl-public-company-limited-non-voting.svg
SET:OKJ,บริษัท ปลูกผักเพราะรักแม่ จำกัด (มหาชน),PLUK PHAK PRAW RAK MAE PUBLIC COMPA,https://s3-symbol-logo.tradingview.com/pluk-phak-praw-rak-mae-public-compa-foreign.svg
SET:ONEE,บริษัท เดอะ วัน เอ็นเตอร์ไพรส์ จำกัด (มหาชน),THE ONE ENTERPRISE PCL,https://s3-symbol-logo.tradingview.com/the-one-enterprise.svg
SET:OR,บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน),PTT OIL AND RETAIL BUSINESS PCL,https://s3-symbol-logo.tradingview.com/ptt-oil-and-retail.svg
SET:ORI,บริษัท ออริจิ้น พร็อพเพอร์ตี้ จำกัด (มหาชน),ORIGIN PROPERTY,https://s3-symbol-logo.tradingview.com/origin-property-public-company-limited.svg
SET:ORN,บริษัท อรสิริน โฮลดิ้ง จํากัด (มหาชน),ORNSIRIN HOLDING PCL,https://s3-symbol-logo.tradingview.com/ornsirin-pcl-non-voting.svg
SET:OSP,บริษัท โอสถสภา จำกัด (มหาชน),OSOTSPA PCL,https://s3-symbol-logo.tradingview.com/osotspa-public-company-limited.svg
SET:PACO,บริษัท เพรสซิเด้นท์ ออโตโมบิล อินดัสทรีส์ จำกัด (มหาชน),PRESIDENT AUTOMOBILE INDUSTRIES PCL,https://s3-symbol-logo.tradingview.com/president-automobile-industries-pcl-non-voting.svg
SET:PAF,บริษัท แพนเอเซียฟุตแวร์ จำกัด (มหาชน),PAN ASIA FOOTWEAR,https://s3-symbol-logo.tradingview.com/pan-asia-footwear.svg
SET:PANEL,บริษัท เพเนเล่ส์มาติก โซลูชั่นส์ จำกัด (มหาชน),PANELESMATIC SOLUTIONS PUBLIC COMPA,https://s3-symbol-logo.tradingview.com/panelesmatic-solutions-public-compa-non-voting.svg
SET:PAP,บริษัท แปซิฟิกไพพ์ จำกัด (มหาชน),PACIFIC PIPE PUBLIC CO LIMITED,https://s3-symbol-logo.tradingview.com/pacific-pipe-public-co-limited-non-voting.svg
SET:PATO,บริษัท พาโตเคมีอุตสาหกรรม จำกัด (มหาชน),PATO CHEMICAL INDUSTRY,https://s3-symbol-logo.tradingview.com/pato-chemical-industry-non-voting.svg
SET:PB,บริษัท เพรซิเดนท์ เบเกอรี่ จำกัด (มหาชน),PRESIDENT BAKERY PUBLIC CO,https://s3-symbol-logo.tradingview.com/president-bakery-public-company-limited.svg
SET:PCC,บริษัท พรีไซซ คอร์ปอเรชั่น จำกัด (มหาชน),PRECISE CORPORATION PCL,https://s3-symbol-logo.tradingview.com/precise-pcl-non-voting.svg
SET:PCE,บริษัท เพชรศรีวิชัย เอ็นเตอร์ไพรส์ จำกัด (มหาชน),PETCHSRIVICHAI ENTERPRISE PCL,https://s3-symbol-logo.tradingview.com/petchsrivichai-enterprise-pcl-non-voting.svg
SET:PCSGH,บริษัท พี.ซี.เอส.แมชีน กรุ๊ปโฮลดิ้ง จำกัด (มหาชน),PCS MACHINE GROUP HOLDING PCL,https://s3-symbol-logo.tradingview.com/pcs-machine-pcl-non-voting.svg
SET:PDG,บริษัท พรอดดิจิ จำกัด (มหาชน),PRODIGY PCL,https://s3-symbol-logo.tradingview.com/prodigy-pcl-non-voting.svg
SET:PDJ,บริษัท แพรนด้า จิวเวลรี่ จำกัด (มหาชน),PRANDA JEWELRY,https://s3-symbol-logo.tradingview.com/pranda-jewelry-non-voting.svg
SET:PEACE,บริษัท พีซแอนด์ลีฟวิ่ง จำกัด (มหาชน),PEACE & LIVING PCL,https://s3-symbol-logo.tradingview.com/peace-and-living-pcl-non-voting.svg
SET:PEER,บริษัท เพียร์ ฟอร์ ยู จำกัด (มหาชน),PEER FOR YOU PCL,https://s3-symbol-logo.tradingview.com/one-to-one-contacts.svg
SET:PERM,บริษัท เพิ่มสินสตีลเวิคส์ จำกัด (มหาชน),PERMSIN STEEL WORKS PCL,https://s3-symbol-logo.tradingview.com/permsin-steel-works-pcl-non-voting.svg
SET:PF,บริษัท พร็อพเพอร์ตี้ เพอร์เฟค จำกัด (มหาชน),PROPERTY PERFECT CO,https://s3-symbol-logo.tradingview.com/property-perfect-co-non-voting.svg
SET:PG,บริษัท ประชาอาภรณ์ จำกัด (มหาชน),PEOPLE'S GARMENT CO,https://s3-symbol-logo.tradingview.com/people-s-garment-co-non-voting.svg
SET:PHG,บริษัท แพทย์รังสิตเฮลท์แคร์กรุ๊ป จำกัด (มหาชน),PATRANGSIT HEALTHCARE GROUP PCL,https://s3-symbol-logo.tradingview.com/patrangsit-healthcare-pcl-non-voting.svg
SET:PHOL,บริษัท ผลธัญญะ จำกัด (มหาชน),PHOL DHANYA PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/phol-dhanya-public-company-limited-non-voting.svg
SET:PICO,บริษัท ปิโก (ไทยแลนด์) จำกัด (มหาชน),PICO (THAILAND) PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/pico-thailand-public-co-ltd-non-voting.svg
SET:PIMO,บริษัท ไพโอเนียร์ มอเตอร์ จำกัด (มหาชน),PIONEER MOTOR PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/pioneer-motor-public-company-limited.svg
SET:PIN,บริษัท ปิ่นทอง อินดัสเตรียล ปาร์ค จำกัด (มหาชน),PINTHONG INDUSTRIAL PCL,https://s3-symbol-logo.tradingview.com/pinthong.svg
SET:PIS,บริษัท โปร อินไซด์ จำกัด (มหาชน),PRO INSIDE PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/pro-inside-public-company-limited-non-voting.svg
SET:PJW,บริษัท ปัญจวัฒนาพลาสติก จำกัด (มหาชน),PANJAWATTANA PLASTIC PCL,https://s3-symbol-logo.tradingview.com/panjawattana-plastic-pcl-non-voting.svg
SET:PK,บริษัท พัฒน์กล จำกัด (มหาชน),PATKOL CO,https://s3-symbol-logo.tradingview.com/patkol-co-non-voting.svg
SET:PL,บริษัท ภัทรลิสซิ่ง จำกัด (มหาชน),PHATRA LEASING PUBLIC CO,https://s3-symbol-logo.tradingview.com/phatra-leasing-public-co-non-voting.svg
SET:PLANB,บริษัท แพลน บี มีเดีย จำกัด (มหาชน),PLAN B MEDIA PCL,https://s3-symbol-logo.tradingview.com/plan-b.svg
SET:PLANET,บริษัท แพลนเน็ต คอมมิวนิเคชั่น เอเชีย จำกัด (มหาชน),PLANET COMMUNICATIONS ASIA PCL,https://s3-symbol-logo.tradingview.com/planet-communications-asia-pcl-non-voting.svg
SET:PLAT,บริษัท เดอะ แพลทินัม กรุ๊ป จำกัด (มหาชน),PLATINUM GROUP PCL,https://s3-symbol-logo.tradingview.com/platinum-pcl-non-voting.svg
SET:PLE,บริษัท เพาเวอร์ไลน์ เอ็นจิเนียริ่ง จำกัด (มหาชน),POWER LINE ENGINEERING PCL,https://s3-symbol-logo.tradingview.com/power-line-engineering-pcl-non-voting.svg
SET:PLT,บริษัท พีลาทัส มารีน จำกัด (มหาชน),PILATUS MARINE PCL,https://s3-symbol-logo.tradingview.com/pilatus-marine-pcl-non-voting.svg
SET:PLUS,บริษัท โรแยล พลัส จำกัด (มหาชน),ROYAL PLUS PCL,https://s3-symbol-logo.tradingview.com/royal-plus-pcl-non-voting.svg
SET:PM,บริษัท พรีเมียร์ มาร์เก็ตติ้ง จำกัด (มหาชน),PREMIER MARKETING PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/premier-technology-public-co-ltd-non-voting.svg
SET:PMC,บริษัท พีเอ็มซี เลเบิล แมททีเรียลส์ จำกัด (มหาชน),PMC LABEL MATERIALS PCL,https://s3-symbol-logo.tradingview.com/pmc-label-materials-pcl-non-voting.svg
SET:PMTA,บริษัท พีเอ็ม โทรีเซน เอเชีย โฮลดิ้งส์ จำกัด (มหาชน),PM THORESEN ASIA HOLDINGS PCL,https://s3-symbol-logo.tradingview.com/pm-thoresen-asia-pcl-non-voting.svg
SET:POLY,บริษัท โพลีเน็ต จำกัด (มหาชน),POLYNET PCL,https://s3-symbol-logo.tradingview.com/polynet-pcl-non-voting.svg
SET:PORT,บริษัท สหไทย เทอร์มินอล จำกัด (มหาชน),SAHATHAI TERMINAL PCL,https://s3-symbol-logo.tradingview.com/sahathai-terminal-pcl-non-voting.svg
SET:PPM,บริษัท พรพรหมเม็ททอล จำกัด (มหาชน),PORN PROM METAL PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/porn-prom-metal-public-co-ltd-non-voting.svg
SET:PPP,บริษัท พรีเมียร์ โพรดักส์ จำกัด (มหาชน),PREMIER PRODUCTS PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/premier-technology-public-co-ltd-non-voting.svg
SET:PPPM,บริษัท พีพี ไพร์ม จำกัด (มหาชน),PP PRIME PCL,https://s3-symbol-logo.tradingview.com/pp-prime-public-company-limited.svg
SET:PPS,บริษัท โปรเจค แพลนนิ่ง เซอร์วิส จำกัด (มหาชน),PROJECT PLANNING S,https://s3-symbol-logo.tradingview.com/project-planning-service.svg
SET:PQS,บริษัท พรีเมียร์ควอลิตี้สตาร์ช จำกัด (มหาชน),PREMIER QUALITY STARCH PCL,https://s3-symbol-logo.tradingview.com/premier-quality-starch-pcl-non-voting.svg
SET:PR9,บริษัท โรงพยาบาลพระรามเก้า จำกัด (มหาชน),PRARAM 9 HOSPITAL PCL,https://s3-symbol-logo.tradingview.com/praram-9-hospital-pcl-non-voting.svg
SET:PRAKIT,บริษัท ประกิต โฮลดิ้งส์ จำกัด (มหาชน),PRAKIT HOLDINGS,https://s3-symbol-logo.tradingview.com/prakit-non-voting.svg
SET:PRAPAT,บริษัท พีรพัฒน์ เทคโนโลยี จำกัด (มหาชน),PEERAPAT TECHNOLOGY PCL,https://s3-symbol-logo.tradingview.com/peerapat-technology-pcl-non-voting.svg
SET:PREB,บริษัท พรีบิลท์ จำกัด (มหาชน),PRE-BUILT PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/pre-built-public-company-limited-non-voting.svg
SET:PRECHA,บริษัท ปรีชากรุ๊ป จำกัด (มหาชน),PREECHA GROUP CO,https://s3-symbol-logo.tradingview.com/preecha-co-non-voting.svg
SET:PRG,บริษัท พี อาร์ จี คอร์ปอเรชั่น จำกัด (มหาชน),PRG CORPORATION PCL,https://s3-symbol-logo.tradingview.com/prg-pcl-non-voting.svg
SET:PRI,บริษัท พรีโม เซอร์วิส โซลูชั่น จำกัด (มหาชน),PRIMO SERVICE SOLUTIONS PCL,https://s3-symbol-logo.tradingview.com/primo-service-solutions-pcl-non-voting.svg
SET:PRIME,บริษัท ไพร์ม โรด เพาเวอร์ จำกัด (มหาชน),PRIME ROAD POWER PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/prime-road-power-public-co-ltd-non-voting.svg
SET:PRIN,บริษัท ปริญสิริ จำกัด (มหาชน),PRINSIRI PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/prinsiri-public-company-limited-non-voting.svg
SET:PRINC,บริษัท พริ้นซิเพิล แคปิตอล จำกัด (มหาชน),PRINCIPAL CAPITAL PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/principal-capital-public-company-limited.svg
SET:PRM,บริษัท พริมา มารีน จำกัด (มหาชน),PRIMA MARINE PCL,https://s3-symbol-logo.tradingview.com/prima-marine-public-company-limited.svg
SET:PROEN,บริษัท โปรเอ็น คอร์ป จำกัด (มหาชน),PROEN CORP PCL,https://s3-symbol-logo.tradingview.com/proen-pcl-non-voting.svg
SET:PROS,บริษัท พรอสเพอร์ เอ็นจิเนียริ่ง จำกัด (มหาชน),PROSPER ENGINEERING PCL,https://s3-symbol-logo.tradingview.com/prosper-engineering-pcl-non-voting.svg
SET:PROUD,บริษัท พราว เรียล เอสเตท จำกัด (มหาชน),PROUD REAL ESTATE PCL,https://s3-symbol-logo.tradingview.com/proud-real-estate-pcl-non-voting.svg
SET:PRTR,บริษัท พีอาร์ทีอาร์ กรุ๊ป จำกัด (มหาชน),PRTR GROUP PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/prtr-public-company-limited-non-voting.svg
SET:PSG,บริษัท พีเอสจี คอร์ปอเรชั่น จำกัด (มหาชน),PSG CORPORATION PCL,https://s3-symbol-logo.tradingview.com/psg-pcl.svg
SET:PSH,บริษัท พฤกษา โฮลดิ้ง จำกัด (มหาชน),PRUKSA HLDGS PUBLIC COMPANY LTD,https://s3-symbol-logo.tradingview.com/pruksa-holding-public-company-limited.svg
SET:PSL,บริษัท พรีเชียส ชิพปิ้ง จำกัด (มหาชน),PRECIOUS SHIPPING,https://s3-symbol-logo.tradingview.com/precious-shipping.svg
SET:PSP,บริษัท พี.เอส.พี.สเปเชียลตี้ส์ จำกัด (มหาชน),P.S.P. SPECIALTIES PUBLIC COMPANY L,https://s3-symbol-logo.tradingview.com/psp-specialties-public-company-l-non-voting.svg
SET:PSTC,บริษัท เพาเวอร์ โซลูชั่น เทคโนโลยี จำกัด (มหาชน),POWER SOLUTION TECHNOLOGIES PCL,https://s3-symbol-logo.tradingview.com/power-solution-technologies.svg
SET:PT,บริษัท พรีเมียร์ เทคโนโลยี จำกัด (มหาชน),PREMIER TECHNOLOGY PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/premier-technology-public-co-ltd-non-voting.svg
SET:PTC,บริษัท พรีเมียร์ แทงค์ คอร์ปอเรชั่น จำกัด (มหาชน),PREMIER TANK CORPORATION PCL,https://s3-symbol-logo.tradingview.com/premier-tank-pcl-non-voting.svg
SET:PTG,บริษัท พีทีจี เอ็นเนอยี จำกัด (มหาชน),PTG ENERGY PUBLIC COMPANY LTD,https://s3-symbol-logo.tradingview.com/ptg-energy.svg
SET:PTL,บริษัท โพลีเพล็กซ์ (ประเทศไทย) จำกัด (มหาชน),POLYPLEX THAILAND,https://s3-symbol-logo.tradingview.com/polyplex-thailand-public-company.svg
SET:PTT,บริษัท ปตท. จำกัด (มหาชน),PTT PUBLIC COMPANY,https://s3-symbol-logo.tradingview.com/ptt-public-company-limited.svg
SET:PTTEP,บริษัท ปตท.สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน),PTT EXPLORATION & PRODUCTION PUBLIC,https://s3-symbol-logo.tradingview.com/ptt-exploration-and-production.svg
SET:PTTGC,บริษัท พีทีที โกลบอล เคมิคอล จำกัด (มหาชน),PTT GLOBAL CHEMICAL PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/ptt-global-chemical.svg
SET:PYLON,บริษัท ไพลอน จำกัด (มหาชน),PYLON PCL,https://s3-symbol-logo.tradingview.com/pylon-pcl-non-voting.svg
SET:Q-CON,บริษัท ควอลิตี้คอนสตรัคชั่นโปรดัคส์ จำกัด (มหาชน),QUALITY CONSTRUCTION PRODUCTS,https://s3-symbol-logo.tradingview.com/quality-construction-products-non-voting.svg
SET:QH,บริษัท ควอลิตี้เฮ้าส์ จำกัด (มหาชน),QUALITY HOUSES CO,https://s3-symbol-logo.tradingview.com/quality-houses-public-company-limited.svg
SET:QLT,บริษัท ควอลลีเทค จำกัด (มหาชน),QUALITECH PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/qualitech-public-company-limited-non-voting.svg
SET:QTC,บริษัท คิวทีซี เอนเนอร์ยี่ จำกัด (มหาชน),QTC ENERGY PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/qtc-energy-public-co-ltd-non-voting.svg
SET:QTCG,บริษัท คิวทีซีจี จำกัด (มหาชน),QTCG PCL,https://s3-symbol-logo.tradingview.com/qtcg-pcl-non-voting.svg
SET:RABBIT,บริษัท แรบบิท โฮลดิ้งส์ จำกัด (มหาชน),RABBIT HOLDINGS PCL,https://s3-symbol-logo.tradingview.com/u-city-public-company-limited.svg
SET:RAM,บริษัท โรงพยาบาลรามคำแหง จำกัด (มหาชน),RAMKAMHAENG HOSPITAL CO,https://s3-symbol-logo.tradingview.com/ramkhamhaeng-hospital-public-company.svg
SET:RATCH,บริษัท ราช กรุ๊ป จำกัด (มหาชน),RATCH GROUP PCL,https://s3-symbol-logo.tradingview.com/ratch-group-public-company-limited.svg
SET:RBF,บริษัท อาร์ แอนด์ บี ฟู้ด ซัพพลาย จำกัด (มหาชน),R&B FOOD SUPPLY PCL,https://s3-symbol-logo.tradingview.com/r-and-b-food-supply-public-company-limited.svg
SET:RCL,บริษัท อาร์ ซี แอล จำกัด (มหาชน),REGIONAL CONTAINER LINES PUBLIC CO,https://s3-symbol-logo.tradingview.com/regional-container-lines.svg
SET:READY,บริษัท เรดดี้แพลนเน็ต จำกัด (มหาชน),READYPLANET PCL,https://s3-symbol-logo.tradingview.com/readyplanet-pcl-non-voting.svg
SET:RICHY,บริษัท ริชี่ เพลซ 2002 จำกัด (มหาชน),RICHY PLACE 2002 PCL,https://s3-symbol-logo.tradingview.com/richy-place-2002-pcl-non-voting.svg
SET:RJH,บริษัท โรงพยาบาลราชธานี จำกัด (มหาชน),RAJTHANEE HOSPITAL PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/rajthanee-hospital-public-co-ltd-non-voting.svg
SET:RML,บริษัท ไรมอน แลนด์ จำกัด (มหาชน),RAIMON LAND CO,https://s3-symbol-logo.tradingview.com/raimon-land-co-non-voting.svg
SET:ROCK,บริษัท ร้อกเวิธ จำกัด (มหาชน),ROCKWORTH PUBLIC CO,https://s3-symbol-logo.tradingview.com/rockworth-public-co-non-voting.svg
SET:ROCTEC,บริษัท ร็อคเทค โกลบอล จำกัด (มหาชน),ROCTEC GLOBAL PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/master-ad.svg
SET:ROJNA,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน),ROJANA INDUSTRIAL PARK,https://s3-symbol-logo.tradingview.com/rojana-industrial-park-public-company.svg
SET:RP,บริษัท ท่าเรือราชาเฟอร์รี่ จำกัด (มหาชน),RAJA FERRY PORT PUBLIC COMPANY LTD,https://s3-symbol-logo.tradingview.com/raja-ferry-port-public-company-ltd-non-voting.svg
SET:RPC,บริษัท อาร์พีซีจี จำกัด (มหาชน),RPCG PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/rpcg.svg
SET:RPH,บริษัท โรงพยาบาลราชพฤกษ์ จำกัด (มหาชน),RATCHAPHRUEK HOSPITAL PCL,https://s3-symbol-logo.tradingview.com/ratchaphruek-hospital-pcl-non-voting.svg
SET:RS,บริษัท อาร์เอส จำกัด (มหาชน),RS PUBLIC COMPANY,https://s3-symbol-logo.tradingview.com/rs-public-company.svg
SET:RSP,บริษัท ริช สปอร์ต จำกัด (มหาชน),RICH SPORT PCL,https://s3-symbol-logo.tradingview.com/rich-sport-pcl-non-voting.svg
SET:RT,บริษัท ไร้ท์ทันเน็ลลิ่ง จำกัด (มหาชน),RIGHT TUNNELLING PCL,https://s3-symbol-logo.tradingview.com/right-tunnelling-pcl-non-voting.svg
SET:RWI,บริษัท ระยองไวร์ อินดัสตรีส์ จำกัด (มหาชน),RAYONG WIRE INDUSTRIES PCL,https://s3-symbol-logo.tradingview.com/rayong-wire-industries-pcl-non-voting.svg
SET:S,บริษัท สิงห์ เอสเตท จำกัด (มหาชน),SINGHA ESTATE PCL,https://s3-symbol-logo.tradingview.com/singha-estate-pcl-non-voting.svg
SET:S&J,บ.เอส แอนด์ เจ อินเตอร์เนชั่นแนล เอนเตอร์ไพรส์ จำกัด (มหาชน),S & J INTERNATIONAL ENTERPRISES,https://s3-symbol-logo.tradingview.com/s-and-j-international-enterprises-non-voting.svg
SET:S11,บริษัท เอส 11 กรุ๊ป จำกัด (มหาชน),S 11 GROUP PUBLIC CO LTD,https://s3-symbol-logo.tradingview.com/s-11-public-co-ltd-non-voting.svg
SET:SA,บริษัท ไซมิส แอสเสท จำกัด (มหาชน),SIAMESE ASSET PCL,https://s3-symbol-logo.tradingview.com/siamese-asset-public-company-limited.svg
SET:SAAM,บริษัท เอสเอเอเอ็ม ดีเวลลอปเมนท์ จำกัด (มหาชน),SAAM DEVELOPMENT PCL,https://s3-symbol-logo.tradingview.com/saam-development.svg
SET:SABINA,บริษัท ซาบีน่า จำกัด (มหาชน),SABINA PUB CO LTD,https://s3-symbol-logo.tradingview.com/sabina-pub-co-ltd-non-voting.svg
SET:SAF,บริษัท เอส.เอ.เอฟ. สเปเชียล สตีล จำกัด (มหาชน),S.A.F. SPECIAL STEEL PCL,https://s3-symbol-logo.tradingview.com/saf-special-steel-pcl-non-voting.svg
SET:SAFE,บริษัท เซฟ เฟอร์ทิลิตี้ กรุ๊ป จำกัด (มหาชน),SAFE FERTILITY GROUP PCL,https://s3-symbol-logo.tradingview.com/safe-fertility-pcl-non-voting.svg
SET:SAK,บริษัท ศักดิ์สยามลิสซิ่ง จำกัด (มหาชน),SAKSIAM LEASING PCL,https://s3-symbol-logo.tradingview.com/saksiam-leasing.svg
SET:SALEE,บริษัท สาลี่อุตสาหกรรม จำกัด (มหาชน),SALEE INDUSTRY PUBLIC CO.LTD,https://s3-symbol-logo.tradingview.com/salee-industry-public-coltd-non-voting.svg
SET:SAM,บริษัท สามชัย สตีล อินดัสทรี จำกัด (มหาชน),SAMCHAI STEEL INDUSTRIES PUBLIC CO,https://s3-symbol-logo.tradingview.com/samchai-steel-industries-public-co-non-voting.svg
SET:SAMART,บริษัท สามารถคอร์ปอเรชั่น จำกัด (มหาชน),SAMART CORP,https://s3-symbol-logo.tradingview.com/samart-non-voting.svg
SET:SAMCO,บริษัท สัมมากร จำกัด (มหาชน),SAMMAKORN CO,https://s3-symbol-logo.tradingview.com/sammakorn-co-non-voting.svg
SET:SAMTEL,บริษัท สามารถเทลคอม จำกัด (มหาชน),SAMART TELCOMS,https://s3-symbol-logo.tradingview.com/samart-telcoms-non-voting.svg
SET:SANKO,บริษัท ซังโกะ ไดคาซติ้ง (ประเทศไทย) จำกัด (มหาชน),SANKO DIECASTING (THAILAND) PCL,https://s3-symbol-logo.tradingview.com/sanko-diecasting-thailand-pcl-non-voting.svg
SET:SAPPE,บริษัท เซ็ปเป้ จำกัด (มหาชน),SAPPE PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/sappe-public-company-limited.svg
SET:SAT,บริษัท สมบูรณ์ แอ๊ดวานซ์ เทคโนโลยี จำกัด (มหาชน),SOMBOON ADVANCE TECHNOLOGY,https://s3-symbol-logo.tradingview.com/somboon-advance-technology.svg
SET:SAUCE,บริษัท ไทยเทพรส จำกัด (มหาชน),THAITHEPAROS PUBLIC COMPANY LIMITED,https://s3-symbol-logo.tradingview.com/thaitheparos-public-company-limited-non-voting.svg
SET:SAV,บริษัท สามารถ เอวิเอชั่น โซลูชั่นส์ จำกัด (มหาชน),SAMART AVIATION SOLUTIONS PCL,https://s3-symbol-logo.tradingview.com/samart-aviation-solutions-pcl-non-voting.svg
SET:SAWAD,บริษัท ศรีสวัสดิ์ คอร์ปอเรชั่น จำกัด (มหาชน),SRISAWAD CORPORATION PCL,https://s3-symbol-logo.tradingview.com/srisawad.svg
SET:SAWANG,บริษัท สว่างเอ็กซ์ปอร์ต จำกัด (มหาชน),SAWANG EXPORT CO,https://s3-symbol-logo.tradingview.com/sawang-export-co-non-voting.svg
SET:SC,บริษัท เอสซี แอสเสท คอร์ปอเรชั่น จำกัด (มหาชน),SC ASSET CORPORATION,https://s3-symbol-logo.tradingview.com/sc-asset-corporation-public-company.svg
SET:SCAP,บริษัท ศรีสวัสดิ์ แคปปิตอล 1969 จำกัด (มหาชน),SRISAWAD CAPITAL 1969 PCL,https://s3-symbol-logo.tradingview.com/srisawad-finance-public-company-limited.svg
